texto,classe
"Americano ataca namorado da mãe por comer restos de peru e é preso.Taz Miller, de 18 anos, avanįou contra homem com uma faca. Jovem ficou furioso porque seus restos de comida foram consumidos.",raiva
"Jovem é acusado de matar e esquartejar mãe em Nova York. Bashid McLean esquartejou o corpo da mãe com uma serra. Um suposto cúmplice, William Harris, também foi preso pelo crime.",raiva
"Supremo registra empate ao julgar crime de lavagem. Na conclusão do penúltimo capítulo da Aįão Penal 470, o STF (Supremo Tribunal Federal) registrou seu segundo empate, deixando indefinida a situaįão de tręs réus acusados de lavagem de dinheiro. Ministros ouvidos pela reportagem apontam que a tendęncia é que essa situaįão beneficie os réus com a absolviįão.",raiva
"Neurocirurgião faltou a todos os plantões nos últimos cinco anos. De acordo com a polícia, a constataįão foi feita pela delegada com base nos depoimentos de nove médicos.",raiva
"Protestos marcam mais um dia de tensão no Egito. No Egito, o dia hoje (11) será de mais protestos contra e a favor do governo do presidente Mouhamed Mursi.",raiva
"Presos suspeitos de degolar menina de 14 anos que recusou casamento. A polícia afegã prendeu dois homens acusados de decapitar uma adolescente com uma faca em Kunduz, província que fica no norte do Afeganistão.",raiva
"Defesa de Delúbio reafirma tese de caixa dois. Responsável pela defesa do ex-tesoureiro do PT Delúbio Soares, o advogado Arnaldo Malheiros Filho disse na segunda-feira aos ministros do STF que a prova contra seu cliente "é pífia, é esgarįada, é rala'. Ele reforįou a tese dos réus de que houve, na verdade, caixa dois para pagar dívidas da campanha de 2002 e não compra de apoio político.",raiva
"Padrasto espanca bebę apķs se irritar com choro e acaba preso em MT. Irmão do bebę, de quatro anos, também era agredido pelo suspeito. Tia das vítimas denunciou suspeito que foi preso em Pontes e Lacerda.",raiva
"Dirceu critica Barbosa por 'populismo'. O ex-ministro José Dirceu divulgou na tarde de quinta-feira uma nota criticando a decisão do relator do mensalão, Joaquim Barbosa, de ordenar aos réus do caso que entreguem seus passaportes. A ordem partiu do ministro do STF (Supremo Tribunal Federal) na noite de quarta. 'A decisão do relator Joaquim Barbosa (...) é puro populismo jurídico e uma séria violaįão aos direitos dos réus ainda não condenados, uma vez que o julgamento não acabou e a sentenįa não transitou em julgado", disse Dirceu na nota.",raiva
"Duas toneladas de lixo hospitalar e remédios são achadas em lixão do AM. Medicamentos dentro do prazo de validade foram descartados no lixo. Ķrgãos irão investigar responsabilidade também por crime ambiental.",raiva
"Adolescente coloca fogo em viatura dentro de distrito policial em Franca. Chamas se espalharam pela garagem e destruíram telhado de madeira. Suspeito, de 16 anos, foi preso em casa horas depois do crime.",raiva
"Motorista de ônibus escolar é suspeito de estuprar estudante. Caso ocorreu em Bom Jesus dos Perdões, na região bragantina. Homem teria parado veículo e pedido para menina tirar a roupa.",raiva
"Afegão mata filha em público para 'lavar honra' da família. Moįa foi encontrada depois de ter fugido com um primo. Pai fuzilou a menina, que tinha entre 18 e 20 ano",raiva
"Crianįa de 2 anos morre apķs comer pimenta como castigo nos EUA. Mulher que seria namorada do pai da menina foi presa. Autķpsia será realizada para determinar a exata causa da morte.",raiva
"Homem mata mulher, fere irmão dela e rende jovem em AL: Segundo delegado, criminoso é ex-policial e foi agredido por vizinhos. Jovem foi mantida dentro de casa por cerca de cinco horas.",raiva
"Atores de peįa que retrata jesus como gay serão julgados por blasfęmia. Os atores e produtores de uma peįa de teatro que traz jesus cristo e os apķstolos como homossexuais serão julgados por 'blasfęmia' na grécia e podem ser condenados a dois anos de prisão.",raiva
"Pai é suspeito de abusar sexualmente da filha no interior do Piauí. Menina de 16 anos disse que sofria abusos há oito anos dentro de casa. Caso está sendo investigado pela polícia do município de José de Freitas.",raiva
"Dono de restaurante nos EUA se nega a cozinhar 'lagosta amarela': Mutaįão genética proporciona coloraįão diferente ao crustáceo. Chance de encontrar animal diferenciado é de uma em 30 milhões.",surpresa
"Irmãs se encontram apķs 72 anos graįas ao Facebook. Duas irmãs bķsnias, que haviam perdido o contato há quase 72 anos, se reencontraram pela primeira vez desde a Segunda Guerra Mundial graįas ā rede social Facebook, noticiou um jornal local este sábado.",surpresa
"Cobra de 3 metros é filmada em asa de avião durante voo na Oceania. Cena ocorreu em voo entre Austrália e Papua-Nova Guiné. Apesar da cena incomum, não houve pânico na aeronave.",surpresa
"Pais colocam filho em máquina de lavar roupa e crianįa fica presa. Uma brincadeira acabou dando errado para um casal que decidiu colocar o filho dentro de uma máquina de lavar roupa em uma lavanderia pública. A crianįa ficou presa por mais de um minuto com a máquina em movimento apķs trava automática da porta ser acionada.",surpresa
"Cão policial dispara arma acidentalmente nos EUA. Ivan, pastor alemão de 3 anos, puxou o gatilho com sua pata, diz polícia. Ninguém, nem humano nem canino, se feriu no incidente.",surpresa
"Americano encontra 'limão gigante' em jardim na Califķrnia. Maįã usada para comparaįão ficou pequena perto da fruta. Usuários suspeitam que seja espécie de 'limão de ponderosa'.",surpresa
"Dono pede a usuários que fumem maconha no seu bar em Washington. Frank Schnarr diz que não gosta da erva, mas quer faturar com nova lei. Autoridades e advogados não sabem ao certo se procedimento é legal.",surpresa
"Mamífero que bota ovos da Nova Guiné intriga os cientistas: Animal é um dos mamíferos mais antigos e tímidos do mundo. Pesquisador se dedica a desvendar mistérios dessa criatura.",surpresa
"Filhote de jacaré é capturado por moradores de Jaboatão, PE. Um exemplar adulto também apareceu no local, mas conseguiu fugir. ",surpresa
"Britânica agride namorado ao flagrá-lo no aeroporto com amante. Incidente ocorreu no aeroporto de Birmingham. Mulher pegou 12 meses de liberdade condicional.",surpresa
"Animais domésticos são fonte de grande parte das doenįas humanas: Estudo divulgado pela 'Nature' mostrou o fenômeno. Aids, dengue, malária e febre amarela figuram da lista.",surpresa
"Dona de casa diz ter achado sapo no molho de tomate. Uma moradora de Franca, no interior paulista, teve uma surpresa desagradável ao preparar uma macarronada para a família. Quando despejou o molho na panela, assim que esquentou ele comeįou a espirrar para todo lado. Ao verificar o que acontecia, se deparou com um objeto estranho em seu interior. Assustada, a mulher e a família perderam até a fome devido ā aparęncia repugnante daquilo que estava no meio do molho.",surpresa
"Apķs comer biscoitos, consumidora diz ter encontrado larvas em pacote. Gabriela Silva filmou larvas vivas em bolacha dentro do prazo de validade. ",surpresa
"Cabeįa gigante é achada boiando em rio e gera curiosidade nos EUA. Objeto feito de fibra de vidro e poliestireno foi visto flutuando no rio Hudson.",surpresa
"Marta Suplicy participa da Parada Gay em São Paulo: Ex-prefeita desfilou em trio elétrico pela avenida Paulista. Parada comeįou pouco apķs o meio-dia deste domingo (14).",surpresa
"Detentos a caminho do trabalho são flagrados com maconha e celulares. No veículo abordado foram encontrados também 400 gr de maconha.",surpresa
"Aeroporto na Europa tem avenida que cruza pista de pouso. Quando um avião pousa ou decola, carros tęm de esperar em sinal fechado. Via é principal forma de acesso terrestre a Gibraltar.",surpresa
"Homem é flagrado viajando em panela gigante na Índia. Um homem foi flagrado nesta sexta-feira (8) viajando dentro de uma panela enorme que era transportada por um triciclo em uma estrada movimentada na cidade de Ahmedabad, na Índia.",surpresa
"Avatar é o filme mais pirateado de 2010. Avatar, o maior sucesso mundial de bilheteria em todos os tempos, foi o filme mais pirateado do ano (foi baixado 16,6 milhões de vezes, segundo dados divulgados por um blog de partilha de arquivos, o TorrentFreak.com).",surpresa
"Zoolķgico de Moscou exibe rara cobra de duas cabeįas. Réptil em exibiįão na capital russa é da espécie cobra real californiana. Segundo zoo, ocorręncia de cobras de 2 cabeįas é de uma em 1 milhão.",surpresa
"Polícia flagra grande quantidade de droga dentro de casa em Camaįari. Homem de 28 anos foi preso suspeito de liderar tráfico de drogas na cidade",surpresa
"Formiga argentina emite substâncias para evitar ser enterrada viva: Sinais desaparecem uma hora apķs a morte do inseto, afirma estudo. Com remoįão das moléculas, bichos vivos vão para 'lixão' da colônia.",surpresa
"Sucuri de 8 metros é flagrada apķs comer uma capivara: Cobra virou atraįão para moradores de São José do Rio Claro (MT). Ela foi encontrada em um riacho perto de uma fazenda na cidade.",surpresa
"Cães aprendem a dirigir na Nova Zelândia. As aulas para os fazem parte de uma campanha da Sociedade para Prevenįão da Crueldade contra Animais do país. O objetivo da brincadeira é encontrar novos lares para cachorros abandonados, mostrando o quanto eles podem ser inteligentes.",surpresa
"Internauta registra para-raios capturando relâmpago em Curitiba. Forte chuva atingiu a cidade no início da tarde desta sexta-feira (7). O técnico em informática Roversom Pasqual registrou a cena de casa.",surpresa
"China promove disputa de luta de mulheres na lama: Campeonato aconteceu em Wuhan. Região é conhecida no país por ter lama que faz bem para a pele.",surpresa
"Canetas a laser apontadas para o céu podem causar graves acidentes. A atividade, aparentemente inofensiva, é crime previsto no Cķdigo Penal.",surpresa
"Chinęs ergue 5 kg usando apenas as pálpebras. Homem suspendeu baldes de água por um minuto. Performance foi realizada durante festival em Shaodong.",surpresa
"Mais um motor de avião que caiu na Bahia chega a São Paulo: Hélices e motores serão analisados por técnicos em São José dos Campos. Avião de pequeno porte caiu perto da pista de um resort, em Trancoso.",surpresa
"Miss que disse ser contra casamento gay pode perder a coroa: Miss Califķrnia, vice no Miss EUA, posou para fotos seminua. Ela disse que as imagens foram feitas quando era adolescente.",surpresa
"Casal gay registra filho na Argentina, em caso inédito no mundo. Em 2010 a Argentina se tornou o primeiro país da América Latina a autorizar o casamento gay em nível nacional e o décimo do mundo",surpresa
"Satélite da Nasa flagra erupįão vulcânica em Papua-Nova Guiné: Earth Observing-1 fez imagem em 28 de junho. Vulcão Manam é um dos mais ativos da região.",surpresa
"Foto chocante no maįo deixa 48% dos fumantes mais propensos a deixar o vício: Pesquisa que revelou dado foi feita em São Paulo, Rio e Porto Alegre. Estudioso quer fotos na frente dos maįos de cigarro.",surpresa
"Cientistas criam técnica que permite enxergar o que há dentro do cérebro. Método utiliza processos químicos e torna cérebro transparente.",surpresa
"Garoto de 8 anos se casa com idosa na África do Sul. 'Casamento foi realizado para evitar que a família do garoto sofresse com uma possível castigo divino",surpresa
"Polonęs se queima ao 'atender' ferro de passar em vez de telefone. Thomas Paczkowski estava distraído com luta de boxe. Homem de 32 anos colocou ferro na orelha quando telefone tocou.",surpresa
"Pesquisador inventa tijolo feito de casca de coco e de castanha: Material é mais resistente do que o tijolo comum. Blocos não precisam ser cozidos, evitando o uso de lenha.",surpresa
"Teste em simulador mostra os riscos de dirigir usando o celular: Distraįão é equivalente ao uso de bebida alcoķlica. Vídeo do New York Times tem detalhes do estudo.",surpresa
"Cavalo aparece dentro de policlínica em Santos, SP. Animal estava dentro do terreno pertencente ao posto de saúde.",surpresa
"Lobo-marinho 'danįa' ao som de gaita na Baía de Paranaguá, no Paraná. Dentista que seguia de barco para Ilha de Eufrasina registrou a cena. Ele ficou cerca de duas horas brincando e tocando gaita para o animal.",surpresa
"Serpentes enviadas pelos Correios são flagradas em aeroporto de MT. Tręs cobras estavam em caixa de correspondęncia e uma morreu.",surpresa
"Britânica fica chocada ao achar caracol em refeiįão de maternidade. A britânica Angel Crawford, de 20 anos, disse ter ficado chocada depois que encontrou um caracol em sua refeiįão em uma maternidade de Aberdeen, no Reino Unido. O incidente ocorreu dias depois de ela dar ā luz em novembro.",surpresa
"Conclave surpreende ao escolher um Papa argentino. Apķs cinco reuniões, conclave chega ao fim e cardeais escolhem Jorge Mario Bergoglio como novo líder catķlico.",surpresa
"Padre italiano anuncia seu casamento durante a missa. Um padre italiano surpreendeu os fiéis durante a missa anunciando seu casamento com sua companheira, que espera um bebę, informou nesta sexta-feira (14) a imprensa italiana.",surpresa
"Estudante chinesa encontra camisinha dentro do prato em refeitķrio. Uma estudante chinesa encontrou uma camisinha dentro do arroz na cafeteria de uma universidade em Pequim.",surpresa
"Jacaré é encontrado em bueiro perto de escola nos EUA .Caso ocorreu no condado de Pinellas, no estado da Flķrida. Réptil foi capturado por agentes de ķrgão de vida selvagem do estado.",surpresa
"Empresa sueca vende caixão de R$ 64 mil que toca músicas para o morto. Sistema 'CataCombo' possui alto-falantes e conexão Wi-Fi. Parentes e amigos podem enviar músicas ao falecido de qualquer lugar.",surpresa
"Menino fica entalado em janela ao invadir casa em Porto Velho. Polícia usou sabão para tentar remover a estrutura, que teve de ser cortada. Pais do adolescente foram chamados ā delegacia para liberá-lo.",surpresa
"Pato de borracha gigante aparece no rio Tâmisa, em Londres. Figura de 15 m foi usada para promover empresa de jogos online. Tower Bridge foi erguida para que pato atravessasse.",surpresa
"Raio-X mostra labrador 'guloso' que engoliu colher da mão da dona. Mari Reagan estava dando pudim para o cão. 'Scooby' foi submetido ā cirurgia para retirada do objeto e passa bem.",surpresa
"Mãe atira bebę de sete meses de sacada de prédio e tenta fazer o mesmo com a filha de dois anos. Presa por atirar a filha de sete meses da sacada de um prédio e tentar fazer o mesmo com a filha de dois anos em Bento Gonįalves, na serra gaúcha, a mãe disse ā polícia que tomou essa atitude para salvar as crianįas dos cachorros.",surpresa
"Torcida lembra da gripe suína no Maracanã: Torcedores do Flamengo foram com máscaras. Estádio recebeu a final do campeonato estadual.",surpresa
"Russa encontra anel de diamante em salsicha. 'Quando vi que era um anel, quase desmaiei', disse Marina Bugaev. Polícia abriu investigaįão para descobrir como anel foi parar na salsicha.",surpresa
"Cientistas observam e filmam sexo violento de aranhas: Cķpula violenta, mas eficiente, ocorre entre aranhas de uma espécie proveniente de Israel.",surpresa
"Marca que 'bomba' rápido também some depressa, dizem cientistas: Pesquisa chegou ā conclusão examinando uso de nomes para bebęs. Resultado também parece funcionar para músicos e outras áreas.",surpresa
"Diabetes mata mais que aids e trânsito no brasil. dados do ministério da saúde divulgados nesta terįa-feira (13) indicam que 54 mil brasileiros morreram em 2010 em decorręncia do diabetes. Isso significa que a doenįa matou quatro vezes mais do que a aids (12 mil ķbitos) e superou o total de vítimas de trânsito (42 mil) no país.",surpresa
"O mais pirateado em 2010. Por mais que Hollywood lute contra, a pirataria de filmes segue firme até mesmo com uma relaįão daqueles com maior quantidade de downloads ao longo do ano. Na lideranįa do ranking está Avatar, não por acaso o filme de maior público na histķria do cinema.",surpresa
"Garrafa jogada no mar viaja 14,5 mil km e é achada na Austrália. Mensagem foi lanįada no mar em 2011 na Inglaterra. Apķs 16 meses, garrafa foi achada por australiano em Perth.",surpresa
"Gato viaja acidentalmente mais de 5 mil km escondido em mala. Dona não notou que 'Bisou' havia entrado na mala. Felino sķ foi descoberto quando mulher chegou a Londres.",surpresa
"Mãe viciada em Twitter batiza filha de 'Hashtag'. Uma mulher norte-americana resolveu declarar sua paixão pelo Twitter na hora de escolher o nome da filha. A pequena 'Hashtag' veio ao mundo ās 22h dessa terįa-feira e já se tornou bastante conhecida em sites de notícias e nas redes sociais.",surpresa
"Cobra de 2,5 metros e 23 filhotes são encontrados em creche na Austrália. Incidente ocorreu em creche na cidade de Darwin. Cobra enorme havia feito seu ninho em uma das paredes.",surpresa
"Suposto extraterrestre era humano, diz cientista. O esqueleto de Ata, que foi encontrado mumificado, mede pouco mais de 15 cm e é composto por nove costelas, além de apresentar dentes rígidos e uma cabeįa oval.",surpresa
"Mulher é encontrada em uma mala na zona norte de São Paulo. O corpo de uma mulher foi encontrado dentro de uma bolsa de nylon na zona norte da capital, na manhã deste domingo (5). ",surpresa
"Leão-marinho aparece na Lagoa dos Patos, em Pelotas. A chegada de um leão-marinho surpreendeu moradores de Pelotas, no sul do Estado. ",surpresa
"Cientistas descobrem gene vinculado ā enxaqueca. Pesquisa pode abrir caminho para compreender melhor a doenįa.",surpresa
"Alemão inventa estilingue para colocar preservativos. Invenįão é para participar do concurso lanįado por Bill Gates.",surpresa
"Grávida fica chocada ao ver rosto fantasmagķrico no ultrassom do bebę. O exame de Anne Clewlow revelou  uma cabeįa gigante e um rosto fantasmagķrico. ",surpresa
"Fotķgrafo flagra ato sexual de sapos em parque na República Tcheca. Imagem foi feita pelo fotķgrafo Michal Cizek.",surpresa
"Britânica acha sapo vivo em embalagem de salada. A britânica Sara Eason, de 37 anos, diz que encontrou um sapo vivo em uma embalagem de salada.",surpresa
"Sapo é flagrado pegando 'carona' em caracol. Imagem foi feita pelo fotķgrafo Nordin Seruyan.",surpresa
"Bicho-da-seda tem gosto limitado na alimentaįão: Cientistas esperavam que eles gostassem de mistura de substâncias. Estudo mostrou que é justamente o contrário.",surpresa
"Pescadores levam susto apķs tubarão saltar dentro do barco. O norte-americano Jason Kresse disse que um tubarão de 2,4 metros e 170 quilos saltou dentro de seu barco enquanto ele e dois colegas estavam pescando na segunda-feira no Golfo do México.",surpresa
"Muįulmana deficiente visual anda com cavalo-guia nos Estados Unidos: Mona não pode usar cão, cuja saliva é considerada impura no Islã. Então, a revisora de textos em braile adotou Cali, um minicavalo.",surpresa
"Peixe japonęs é encontrado em barco nos EUA dois anos apķs tsunami. Animal estava dentro de uma caixa em barco encontrado em Washington.",surpresa
"Menino de 8 anos se casa com mulher de 61 a mando de fantasma do avô. Cerimônia foi organizada pela família, que ficou com medo de ser punida pelo espírito",surpresa
"Pé de tomate com frutos amarelos atrai curiosos em MG: Rachadura em piso de quintal permitiu crescimento de planta. Tomates amarelos chamaram a atenįão de técnicos da Emater.",surpresa
"Quarto jacaré é encontrado na Região Metropolitana do Recife, esta semana. mal da espécie papo amarelo tem 1,5 metro e foi levado ao Ibama.",surpresa
"Canetas a laser apontadas para o céu podem causar graves acidentes. Os pontos encontrados, muitas vezes vários, vęm de canetas de raio laser utilizadas como brincadeira para apontar aeronaves. A atividade, que pode parecer inofensiva, é crime previsto no Cķdigo Penal.",surpresa
"Chineses flagram homens pintando gramados para ficarem mais verdes. Moradores de Chengdu tiveram roupas manchadas por tinta. Representante afirma que tinta é apenas 'fertilizante verde'.",surpresa
"Polícia australiana encontra US$ 120 milhões de cocaína em iate naufragado. Segundo a polícia federal, havia cerca de 200 quilos da droga em um atol da ilha de Tonga",surpresa
"Crianįa nasce dentro de carro da Polícia Militar em Lauro de Freitas. Segundo PM, mulher foi encontrada caída na rua, em trabalho de parto. Caso foi registrado na localidade Cají/Caixa D'Água, no bairro de Itinga.",surpresa
"Pescadores do Paraná encontram tubarões em redes. Animais foram capturados a cerca de 40 km da praia, em Matinhos. Os dois peixes pesavam cerca de 50 quilos, cada um.",surpresa
"Crosta de estrela é 10 bilhões de vezes mais forte que o aįo, diz estudo: Modelos de computador indicam que estrelas de nęutrons tęm o material conhecido mais forte do Universo.",surpresa
"Homem usa prancha para resgatar canguru no mar da Austrália: Pai e filho corriam na praia quando viram animal se afogando. Mulher registrou a cena.",surpresa
"Idosa leva susto ao achar cobra enrolada sobre o assento da privada. Incidente ocorreu em Paisley, na Escķcia. Cobra teria entrado no banheiro através de buraco na parede.",surpresa
"Jacaré é encontrado por populares no bairro de Bebedouro, em Maceiķ. O jacaré de cerca de um metro e meio já foi resgatado e enviado ao IBAMA.",surpresa
"Mãe é flagrada dando mamadeira com vinho para bebę de nove meses. Situaįão aconteceu em Curitiba na quinta-feira (13); mãe tem 17 anos. Garota deu a bebida para acalmar a crianįa, diz guarda municipal.",surpresa
"Diabetes mata muito mais do que a aids e trânsito no Brasil. De 2000 a 2010, a doenįa foi responsável por mais de 470 mil mortes em todo o país.",surpresa
"Macaco 'bębado' é visto com garrafa de vinho na Malásia. Animal conseguiu abrir o recipiente e pareceu gostar do cheiro da bebida. Flagra foi feito por professor de física em universidade.",surpresa
"China prepara seu 1ē parque erķtico: Love Land terá esculturas gigantes nuas. Terra do amor sķ irá funcionar no período noturno.",surpresa
"Estudo revela morada de inverno dos tubarões-elefante: Criaturas migram para as regiões tropicais, fugindo do frio. Achado surpreendente foi obtido com ajuda de satélites.",surpresa
"Homem 'vestido de ladrão' é visto roubando supermercado na Inglaterra. Gatuno usou roupas características dos ladrões de desenho animado. Polícia ainda não tem pistas dos dois suspeitos.",surpresa
"Australiana acha 7 cobras venenosas no armário do filho de tręs anos. Caso ocorreu em Townsville, na Austrália. Menino achou ovos no jardim e os guardou no guarda-roupa.",surpresa
"Aposentado é encontrado morto nos fundos de hospital no RS: Segundo a família, ele foi ao hospital no sábado, com infecįão urinária. Paciente, de 75 anos, teria fugido do pronto-socorro.",surpresa
"Enfermeiro é preso nos EUA ao ser flagrado fazendo sexo com cadáver. Caso ocorreu em hospital de Sherman Oaks, na Califķrnia. Alejandro Razo foi levado para cadeia com fianįa de US$ 20 mil.",surpresa
"Repķrter chinesa abandona casamento e cobre terremoto vestida de noiva. Chen Ying estava se preparando para cerimônia de seu casamento quando um terremoto atingiu Ya'an, província de Sichuan, na China.",surpresa
"Vídeo flagra momento em que paciente para de respirar durante sono. 'Homem internado em clínica britânica sofre de apneia obstrutiva do sono.",surpresa
"Nasa flagra explosão solar ocorrida nesta quarta-feira. Fenômeno liberou bilhões de toneladas de partículas no espaįo.",surpresa
"Cobra é flagrada devorando gnu na África do Sul. Segundo a agęncia, a imagem é rara porque se considerava que esse tipo de serpente normalmente se alimenta de animais muito menores.",surpresa
"Na Austrália, assaltante fica preso no telhado de uma fábrica: Plano era escalar o prédio e pular para dentro do local. Chuva e telhado íngreme fizeram com que ele precisasse de socorro.",surpresa
"Alimento orgânico não é mais saudável que convencional, diz estudo: Pesquisa é da Escola de Higiene e Medicina Tropical de Londres. Foram revistos 162 artigos científicos publicados nos últimos 50 anos.",surpresa
"Ingleses engolem filmes e revelam efeito do sistema digestivo nas fotografias. O projeto, chamado de ''Inside Out'' foi exposto em uma galeria de Londres",surpresa
"Britânica fica chocada apķs filha achar tufo de cabelo em lasanha. A britânica Trudy Stock, de 29 anos, disse ter ficado horrorizada depois que sua filha, Shani, de sete anos, encontrou um tufo de cabelo em uma lasanha, segundo o site 'Portsmouth News'.",surpresa
"Idosa engole anel de diamante de US$ 5 mil ao beber champanhe.Americana se distraiu e engoliu anel, que foi recuperado mais tarde.",surpresa
"Americano é preso apķs golpear irmão na cabeįa com urna crematķria. Polícia disse que achou suspeito em meio a 'nuvem de cinzas humanas'. Homem precisou ser dominado com arma de choque para ser preso.",surpresa
"Filha acha corpo do pai em laboratķrio 17 anos depois. A descoberta sobre a morte aconteceu apķs a filha pedir auxílio a uma prima de Maringá para localizá-lo",surpresa
"Homem é pego em aeroporto com 94 kg de lagartas para 'consumo prķprio'. Agentes da alfândega fizeram uma descoberta bizarra quando um passageiro foi flagrado com 94 kg de lagartas secas. O homem, que viajava de Burkina Faso, alegou que os insetos seriam 'para consumo pessoal'.",surpresa
"Defeito em gene pode estar por trás da perda de cabelo, diz estudo: Pesquisadores japoneses estudaram processo em camundongos. Principal funįão de trecho de DNA é 'ancorar' fios no couro cabeludo.",surpresa
"Banhistas encontram pinguim em Guaratuba, no litoral paranaense. Animal fez a alegria dos banhistas que estavam aproveitando a praia. A recomendaįão dos biķlogos é para não tocar no pinguim.",surpresa
"Ave usa 14 'palavras' diferentes para coordenar ataque a predador: Gaio-siberiano tem, no total, 'vocabulário' com 25 chamados diferentes. Capacidades são parecidas com as de primatas, diz cientista sueco.",surpresa
"Vídeo flagra queda de avião no Afeganistão. Um vídeo flagrou o momento em que um avião perde o controle e cai logo apķs decolar",surpresa
"Americano diz ter fisgado dente de mamute durante pescaria. Caso ocorreu em Rye, no estado de New Hampshire. Ele achou o dente enquanto pescava vieiras (espécie de molusco).",surpresa
"EUA aprovam uso de remédio que previne infecįão pelo vírus HIV. Autoridades norte-americanas aprovaram pela primeira vez o uso de um medicamento destinado a prevenir a infecįão pelo vírus HIV. A droga, chamada Truvada, poderá ser usada por pessoas classificadas em grupos de risco ou que mantenham relaįões sexuais com parceiros soropositivos.",surpresa
"Americano é notificado por andar de camelo e atrapalhar o trânsito. Cena ocorreu em Park City, no estado americano de Utah. Jason Andreozzi estava distribuindo panfletos para promover filme.",surpresa
"Astrônomos conseguem flagrar explosão de supernova 'secreta': Fenômeno aconteceu na galáxia M82, a 12 milhões de anos-luz daqui. Nuvens de gás encobrem conflagraįão, mas ondas de rádio passam.",surpresa
"Quarto jacaré é encontrado na Região Metropolitana do Recife, esta semana. Desta vez, réptil foi visto prķximo ā Praįa de Casa Forte, na capital. Animal da espécie papo amarelo tem 1,5 metro e foi levado ao Ibama.",surpresa
"Morador flagra cachorro dentro de pronto socorro em Guarujá, SP. Ele ficou indignado com a situaįão e com a demora no atendimento.",surpresa
"Cliente encontra rato em caixa eletrônico ao sacar dinheiro na Suécia. Um cliente levou um susto ao sacar dinheiro em um caixa eletrônico de um banco em Ersboda, na Suécia. Gholam Hafez contou que um rato saiu junto com o dinheiro do equipamento.",surpresa
"Jurado é flagrado por juiz usando celular no tribunal. Benjamin Kohler foi visto mandando mensagens durante o julgamento.",surpresa
"Luz refletida em tigela de cachorro causa incęndio em casa nos EUA. Bombeiros afirmam que Sol refletido pote de água causou incidente.",surpresa
"Apķs dez anos desaparecidas, jovens são encontradas nos Estados Unidos. Amanda Berry, Michelle Knight e Gina DeJesus sumiram quando eram adolescentes e foram encontradas em bairro residencial de Cleveland, Ohio.",surpresa
"Homem foge de prisão na Rússia com ajuda de uma colher. Um cidadão russo fugiu da prisão de Matrosskaya Tishina de Moscou com a ajuda de uma colher, com a qual raspou pacientemente o cimento das paredes de sua cela.",surpresa
"Dono de restaurante nos EUA se nega a cozinhar 'lagosta amarela': Mutaįão genética proporciona coloraįão diferente ao crustáceo. Chance de encontrar animal diferenciado é de uma em 30 milhões.",surpresa
"Irmãs se encontram apķs 72 anos graįas ao Facebook. Duas irmãs bķsnias, que haviam perdido o contato há quase 72 anos, se reencontraram pela primeira vez desde a Segunda Guerra Mundial graįas ā rede social Facebook, noticiou um jornal local este sábado.",surpresa
"Cobra de 3 metros é filmada em asa de avião durante voo na Oceania. Cena ocorreu em voo entre Austrália e Papua-Nova Guiné. Apesar da cena incomum, não houve pânico na aeronave.",surpresa
"Pais colocam filho em máquina de lavar roupa e crianįa fica presa. Uma brincadeira acabou dando errado para um casal que decidiu colocar o filho dentro de uma máquina de lavar roupa em uma lavanderia pública. A crianįa ficou presa por mais de um minuto com a máquina em movimento apķs trava automática da porta ser acionada.",surpresa
"Cão policial dispara arma acidentalmente nos EUA. Ivan, pastor alemão de 3 anos, puxou o gatilho com sua pata, diz polícia. Ninguém, nem humano nem canino, se feriu no incidente.",surpresa
"Americano encontra 'limão gigante' em jardim na Califķrnia. Maįã usada para comparaįão ficou pequena perto da fruta. Usuários suspeitam que seja espécie de 'limão de ponderosa'.",surpresa
"Dono pede a usuários que fumem maconha no seu bar em Washington. Frank Schnarr diz que não gosta da erva, mas quer faturar com nova lei. Autoridades e advogados não sabem ao certo se procedimento é legal.",surpresa
"Mamífero que bota ovos da Nova Guiné intriga os cientistas: Animal é um dos mamíferos mais antigos e tímidos do mundo. Pesquisador se dedica a desvendar mistérios dessa criatura.",surpresa
"Filhote de jacaré é capturado por moradores de Jaboatão, PE. Um exemplar adulto também apareceu no local, mas conseguiu fugir. ",surpresa
"Britânica agride namorado ao flagrá-lo no aeroporto com amante. Incidente ocorreu no aeroporto de Birmingham. Mulher pegou 12 meses de liberdade condicional.",surpresa
"Animais domésticos são fonte de grande parte das doenįas humanas: Estudo divulgado pela 'Nature' mostrou o fenômeno. Aids, dengue, malária e febre amarela figuram da lista.",surpresa
"Dona de casa diz ter achado sapo no molho de tomate. Uma moradora de Franca, no interior paulista, teve uma surpresa desagradável ao preparar uma macarronada para a família. Quando despejou o molho na panela, assim que esquentou ele comeįou a espirrar para todo lado. Ao verificar o que acontecia, se deparou com um objeto estranho em seu interior. Assustada, a mulher e a família perderam até a fome devido ā aparęncia repugnante daquilo que estava no meio do molho.",surpresa
"Apķs comer biscoitos, consumidora diz ter encontrado larvas em pacote. Gabriela Silva filmou larvas vivas em bolacha dentro do prazo de validade. ",surpresa
"Cabeįa gigante é achada boiando em rio e gera curiosidade nos EUA. Objeto feito de fibra de vidro e poliestireno foi visto flutuando no rio Hudson.",surpresa
